brgy,municity,prov,score
LIGAYA,BITULOK & SABANI,NUEVA ECIJA,1.00
MALINAO,BITULOK & SABANI,NUEVA ECIJA,1.00
,,,
LIGAYA,BITULOK & SABANI,NUEVA ECIJA,1.00
BAGONG SIKAT,BITULOK & SABANI,NUEVA ECIJA,1.00
BITULOK NORTH POB.,BITULOK & SABANI,NUEVA ECIJA,1.00
BITULOK NORTH POB.,BITULOK & SABANI,NUEVA ECIJA,1.00
BAGTING,BITULOK & SABANI,NUEVA ECIJA,1.00
CALABASA,BITULOK & SABANI,NUEVA ECIJA,1.00
PANTOC,BITULOK & SABANI,NUEVA ECIJA,1.00
MANGINO,GAPAN,NUEVA ECIJA,1.00
,,,
PAMBUAN,GAPAN,NUEVA ECIJA,1.00
,,,
SAN NICOLAS,GAPAN,NUEVA ECIJA,1.00
SAN NICOLAS,GAPAN,NUEVA ECIJA,1.00
SAN VICENTE,GAPAN,NUEVA ECIJA,1.00
,,,
SAN VICENTE,GAPAN,NUEVA ECIJA,1.00
,,,
,,,
SAN VICENTE,GAPAN,NUEVA ECIJA,1.00
,,,
,,,
SAN VICENTE,GAPAN,NUEVA ECIJA,1.00
POBLACION,GENERAL MAMERTO NATIVIDAD,NUEVA ECIJA,1.00
POBLACION,GENERAL MAMERTO NATIVIDAD,NUEVA ECIJA,1.00
BRAVO,GENERAL MAMERTO NATIVIDAD,NUEVA ECIJA,1.00
PICALEON,GENERAL MAMERTO NATIVIDAD,NUEVA ECIJA,0.94
BALARING,GENERAL MAMERTO NATIVIDAD,NUEVA ECIJA,1.00
,,,
PLATERO,GENERAL MAMERTO NATIVIDAD,NUEVA ECIJA,1.00
,,,
,,,
,PAPAYA,NUEVA ECIJA,1.00
,PAPAYA,NUEVA ECIJA,1.00
,PAPAYA,NUEVA ECIJA,1.00
,PAPAYA,NUEVA ECIJA,1.00
,PAPAYA,NUEVA ECIJA,1.00
,PAPAYA,NUEVA ECIJA,1.00
,PAPAYA,NUEVA ECIJA,1.00
,PAPAYA,NUEVA ECIJA,1.00
,PAPAYA,NUEVA ECIJA,1.00
,,,
,,,
,,,
,,,
SAN MIGUEL,GUIMBA,NUEVA ECIJA,1.00
,,,
SAPANG,JAEN,NUEVA ECIJA,1.00
MARAWA,JAEN,NUEVA ECIJA,1.00
LAMBAKIN,JAEN,NUEVA ECIJA,1.00
SAN JOSE,JAEN,NUEVA ECIJA,1.00
,,,
MAGSALISI,JAEN,NUEVA ECIJA,1.00
MAGSALISI,JAEN,NUEVA ECIJA,1.00
PUTLOD,JAEN,NUEVA ECIJA,1.00
SAN JOSEF NABAO,JAEN,NUEVA ECIJA,1.00
PINANGGAAN,JAEN,NUEVA ECIJA,1.00
,,,
,,,
,,,
DAMPULAN POB.,JAEN,NUEVA ECIJA,1.00
DAMPULAN POB.,JAEN,NUEVA ECIJA,1.00
DAMPULAN POB.,JAEN,NUEVA ECIJA,1.00
HILERA,JAEN,NUEVA ECIJA,1.00
IMBUNIA,JAEN,NUEVA ECIJA,1.00
LAMBAKIN,JAEN,NUEVA ECIJA,1.00
LANGLA,JAEN,NUEVA ECIJA,1.00
MAGSALISI,JAEN,NUEVA ECIJA,1.00
MALABON-KAINGIN,JAEN,NUEVA ECIJA,0.96
MARAWA,JAEN,NUEVA ECIJA,1.00
NIYUGAN,JAEN,NUEVA ECIJA,1.00
,,,
PAKOL,JAEN,NUEVA ECIJA,0.91
PAMACPACAN,JAEN,NUEVA ECIJA,1.00
PAMACPACAN,JAEN,NUEVA ECIJA,1.00
ULANIN-PITAK,JAEN,NUEVA ECIJA,0.95
PUTLOD,JAEN,NUEVA ECIJA,1.00
SAN JOSE,JAEN,NUEVA ECIJA,1.00
SAN JOSEF NABAO,JAEN,NUEVA ECIJA,1.00
SAN PABLO,JAEN,NUEVA ECIJA,1.00
SAN ROQUE,JAEN,NUEVA ECIJA,1.00
SAN VICENTE,JAEN,NUEVA ECIJA,1.00
SAPANG,JAEN,NUEVA ECIJA,1.00
SANTA RITA,JAEN,NUEVA ECIJA,0.88
,,,
,,,
PINANGGAAN,JAEN,NUEVA ECIJA,1.00
,,,
,,,
,,,
DAMPULAN POB.,JAEN,NUEVA ECIJA,1.00
DAMPULAN POB.,JAEN,NUEVA ECIJA,1.00
DAMPULAN POB.,JAEN,NUEVA ECIJA,1.00
HILERA,JAEN,NUEVA ECIJA,1.00
IMBUNIA,JAEN,NUEVA ECIJA,1.00
LAMBAKIN,JAEN,NUEVA ECIJA,1.00
LANGLA,JAEN,NUEVA ECIJA,1.00
MAGSALISI,JAEN,NUEVA ECIJA,1.00
MALABON-KAINGIN,JAEN,NUEVA ECIJA,0.96
MARAWA,JAEN,NUEVA ECIJA,1.00
NIYUGAN,JAEN,NUEVA ECIJA,1.00
,,,
PAKOL,JAEN,NUEVA ECIJA,0.91
PAMACPACAN,JAEN,NUEVA ECIJA,1.00
PAMACPACAN,JAEN,NUEVA ECIJA,1.00
ULANIN-PITAK,JAEN,NUEVA ECIJA,0.95
PUTLOD,JAEN,NUEVA ECIJA,1.00
SAN JOSE,JAEN,NUEVA ECIJA,1.00
SAN JOSEF NABAO,JAEN,NUEVA ECIJA,1.00
SAN PABLO,JAEN,NUEVA ECIJA,1.00
SAN ROQUE,JAEN,NUEVA ECIJA,1.00
SAN VICENTE,JAEN,NUEVA ECIJA,1.00
SAPANG,JAEN,NUEVA ECIJA,1.00
SANTA RITA,JAEN,NUEVA ECIJA,0.88
,,,
,,,
PINANGGAAN,JAEN,NUEVA ECIJA,1.00
,LAUR,NUEVA ECIJA,1.00
,LAUR,NUEVA ECIJA,1.00
,LAUR,NUEVA ECIJA,1.00
,LAUR,NUEVA ECIJA,1.00
,LAUR,NUEVA ECIJA,1.00
,LAUR,NUEVA ECIJA,1.00
,LAUR,NUEVA ECIJA,1.00
,LAUR,NUEVA ECIJA,1.00
,LAUR,NUEVA ECIJA,1.00
,LAUR,NUEVA ECIJA,1.00
PINAGBAYANAN,LAUR,NUEVA ECIJA,1.00
BARANGAY III,LAUR,NUEVA ECIJA,1.00
SAN JUAN,LAUR,NUEVA ECIJA,1.00
CANANTONG,LAUR,NUEVA ECIJA,1.00
SAN FELIPE,LAUR,NUEVA ECIJA,1.00
NAUZON,LAUR,NUEVA ECIJA,1.00
SAGANA,LAUR,NUEVA ECIJA,1.00
SAN VICENTE,LAUR,NUEVA ECIJA,1.00
SICLONG,LAUR,NUEVA ECIJA,1.00
SAN FERNANDO,LAUR,NUEVA ECIJA,1.00
SAN ISIDRO,LAUR,NUEVA ECIJA,1.00
SAN JOSEF,LAUR,NUEVA ECIJA,0.95
,,,
BETANIA,LAUR,NUEVA ECIJA,1.00
,,,
SAN CASIMIRO,LICAB,NUEVA ECIJA,1.00
SANTA MARIA,LICAB,NUEVA ECIJA,0.88
A. BONIFACIO,LLANERA,NUEVA ECIJA,1.00
A. BONIFACIO,LLANERA,NUEVA ECIJA,1.00
BAGUMBAYAN,LLANERA,NUEVA ECIJA,1.00
BOSQUE,LLANERA,NUEVA ECIJA,1.00
CARIDAD NORTE,LLANERA,NUEVA ECIJA,0.95
CARIDAD SUR,LLANERA,NUEVA ECIJA,1.00
FLORIDA BLANCA,LLANERA,NUEVA ECIJA,1.00
,,,
,,,
GOMEZ,LLANERA,NUEVA ECIJA,1.00
INANAMA,LLANERA,NUEVA ECIJA,1.00
LIGAYA,LLANERA,NUEVA ECIJA,1.00
MABINI,LLANERA,NUEVA ECIJA,1.00
MURCON,LLANERA,NUEVA ECIJA,1.00
PLARIDEL,LLANERA,NUEVA ECIJA,1.00
SAN FELIPE,LLANERA,NUEVA ECIJA,1.00
SAN NICOLAS,LLANERA,NUEVA ECIJA,1.00
SAN VICENTE,LLANERA,NUEVA ECIJA,1.00
SANTA BARBARA,LLANERA,NUEVA ECIJA,0.90
VICTORIA,LLANERA,NUEVA ECIJA,1.00
VILLA VINIEGAS,LLANERA,NUEVA ECIJA,0.94
BAGUMBAYAN,LLANERA,NUEVA ECIJA,1.00
VICTORIA,LLANERA,NUEVA ECIJA,1.00
AGUPALO ESTE,LUPAO,NUEVA ECIJA,1.00
AGUPALO WESTE,LUPAO,NUEVA ECIJA,1.00
ALALAY CHICA,LUPAO,NUEVA ECIJA,1.00
ALALAY GRANDE,LUPAO,NUEVA ECIJA,1.00
BAGONG FLORES,LUPAO,NUEVA ECIJA,1.00
BALBALUNGAO,LUPAO,NUEVA ECIJA,1.00
BURGOS,LUPAO,NUEVA ECIJA,1.00
CORDERO,LUPAO,NUEVA ECIJA,1.00
POBLACION WEST,LUPAO,NUEVA ECIJA,1.00
,,,
MAPANGPANG,LUPAO,NUEVA ECIJA,1.00
NAMULANDAYAN,LUPAO,NUEVA ECIJA,1.00
AGUPALO ESTE,LUPAO,NUEVA ECIJA,1.00
AGUPALO WESTE,LUPAO,NUEVA ECIJA,1.00
ALALAY CHICA,LUPAO,NUEVA ECIJA,1.00
ALALAY GRANDE,LUPAO,NUEVA ECIJA,1.00
BAGONG FLORES,LUPAO,NUEVA ECIJA,1.00
BALBALUNGAO,LUPAO,NUEVA ECIJA,1.00
BURGOS,LUPAO,NUEVA ECIJA,1.00
CORDERO,LUPAO,NUEVA ECIJA,1.00
MAPANGPANG,LUPAO,NUEVA ECIJA,1.00
NAMULANDAYAN,LUPAO,NUEVA ECIJA,0.95
PARISTA,LUPAO,NUEVA ECIJA,1.00
POBLACION EAST,LUPAO,NUEVA ECIJA,1.00
POBLACION NORTH,LUPAO,NUEVA ECIJA,1.00
POBLACION SOUTH,LUPAO,NUEVA ECIJA,1.00
POBLACION WEST,LUPAO,NUEVA ECIJA,1.00
SALVACION I,LUPAO,NUEVA ECIJA,1.00
SALVACION 2,LUPAO,NUEVA ECIJA,1.00
SAN ANTONIO ESTE,LUPAO,NUEVA ECIJA,1.00
SAN ANTONIO WESTE,LUPAO,NUEVA ECIJA,1.00
SAN ISIDRO,LUPAO,NUEVA ECIJA,1.00
SAN PEDRO,LUPAO,NUEVA ECIJA,1.00
SAN ROQUE,LUPAO,NUEVA ECIJA,1.00
SANTO DOMINGO,LUPAO,NUEVA ECIJA,0.92
,,,
PARISTA,LUPAO,NUEVA ECIJA,1.00
SALVACION I,LUPAO,NUEVA ECIJA,1.00
SALVACION 2,LUPAO,NUEVA ECIJA,1.00
SAN ANTONIO ESTE,LUPAO,NUEVA ECIJA,1.00
SAN ANTONIO WESTE,LUPAO,NUEVA ECIJA,1.00
SAN ISIDRO,LUPAO,NUEVA ECIJA,1.00
SAN ISIDRO,LUPAO,NUEVA ECIJA,1.00
SAN PEDRO,LUPAO,NUEVA ECIJA,1.00
SAN ROQUE,LUPAO,NUEVA ECIJA,1.00
SANTO DOMINGO,LUPAO,NUEVA ECIJA,0.92
,,,
POBLACION NORTH,LUPAO,NUEVA ECIJA,1.00
BALBALUNGAO,LUPAO,NUEVA ECIJA,1.00
POBLACION SOUTH,LUPAO,NUEVA ECIJA,1.00
AGUPALO ESTE,LUPAO,NUEVA ECIJA,1.00
AGUPALO WESTE,LUPAO,NUEVA ECIJA,1.00
ALALAY CHICA,LUPAO,NUEVA ECIJA,1.00
ALALAY GRANDE,LUPAO,NUEVA ECIJA,1.00
,,,
BAGONG FLORES,LUPAO,NUEVA ECIJA,1.00
BALBALUNGAO,LUPAO,NUEVA ECIJA,1.00
BURGOS,LUPAO,NUEVA ECIJA,1.00
CORDERO,LUPAO,NUEVA ECIJA,1.00
MAPANGPANG,LUPAO,NUEVA ECIJA,1.00
NAMULANDAYAN,LUPAO,NUEVA ECIJA,1.00
PARISTA,LUPAO,NUEVA ECIJA,1.00
SALVACION 2,LUPAO,NUEVA ECIJA,0.93
SALVACION 2,LUPAO,NUEVA ECIJA,0.93
,,,
,,,
SAN ISIDRO,LUPAO,NUEVA ECIJA,1.00
SAN PEDRO,LUPAO,NUEVA ECIJA,1.00
SAN ROQUE,LUPAO,NUEVA ECIJA,1.00
SANTO DOMINGO,LUPAO,NUEVA ECIJA,0.92
RIZAL,SCIENCE  MUÑOZ,NUEVA ECIJA,0.90
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
CABAWANGAN,NAMPICUAN,NUEVA ECIJA,1.00
WEST CENTRAL POBLACION,NAMPICUAN,NUEVA ECIJA,0.91
RECUERDO,NAMPICUAN,NUEVA ECIJA,1.00
MAYANTOC,NAMPICUAN,NUEVA ECIJA,1.00
MONIC,NAMPICUAN,NUEVA ECIJA,1.00
MEDICO,NAMPICUAN,NUEVA ECIJA,1.00
MAELING,NAMPICUAN,NUEVA ECIJA,1.00
CABAWANGAN,NAMPICUAN,NUEVA ECIJA,1.00
WEST CENTRAL POBLACION,NAMPICUAN,NUEVA ECIJA,0.91
RECUERDO,NAMPICUAN,NUEVA ECIJA,1.00
MAYANTOC,NAMPICUAN,NUEVA ECIJA,1.00
MONIC,NAMPICUAN,NUEVA ECIJA,1.00
MEDICO,NAMPICUAN,NUEVA ECIJA,1.00
MAELING,NAMPICUAN,NUEVA ECIJA,1.00
CABAWANGAN,NAMPICUAN,NUEVA ECIJA,1.00
WEST CENTRAL POBLACION,NAMPICUAN,NUEVA ECIJA,0.91
RECUERDO,NAMPICUAN,NUEVA ECIJA,1.00
MAYANTOC,NAMPICUAN,NUEVA ECIJA,1.00
MONIC,NAMPICUAN,NUEVA ECIJA,1.00
MEDICO,NAMPICUAN,NUEVA ECIJA,1.00
MAELING,NAMPICUAN,NUEVA ECIJA,1.00
CABALLERO,PALAYAN,NUEVA ECIJA,1.00
ATATE,PALAYAN,NUEVA ECIJA,1.00
ATATE,PALAYAN,NUEVA ECIJA,1.00
ATATE,PALAYAN,NUEVA ECIJA,1.00
AULO,PALAYAN,NUEVA ECIJA,1.00
BAGONG BUHAY,PALAYAN,NUEVA ECIJA,1.00
CAIMITO,PALAYAN,NUEVA ECIJA,1.00
BO. MILITAR FORT MAGSAYSAY,PALAYAN,NUEVA ECIJA,0.96
IMELDA VALLEY,PALAYAN,NUEVA ECIJA,1.00
IMELDA VALLEY,PALAYAN,NUEVA ECIJA,1.00
DONA JOSEFA,PALAYAN,NUEVA ECIJA,0.95
LANGKA,PALAYAN,NUEVA ECIJA,1.00
MALATE,PALAYAN,NUEVA ECIJA,1.00
MALIGAYA,PALAYAN,NUEVA ECIJA,1.00
,,,
MARCOS VILLAGE,PALAYAN,NUEVA ECIJA,1.00
CABALLERO,PALAYAN,NUEVA ECIJA,1.00
MANACNAC,PALAYAN,NUEVA ECIJA,1.00
,,,
CABALLERO,PALAYAN,NUEVA ECIJA,1.00
,,,
LANGKA,PALAYAN,NUEVA ECIJA,1.00
SAPANG BUHO,PALAYAN,NUEVA ECIJA,1.00
SINGALAT,PALAYAN,NUEVA ECIJA,1.00
GANADERIA,PALAYAN,NUEVA ECIJA,1.00
SINGALAT,PALAYAN,NUEVA ECIJA,1.00
,,,
CABALLERO,PALAYAN,NUEVA ECIJA,1.00
ATATE,PALAYAN,NUEVA ECIJA,1.00
ATATE,PALAYAN,NUEVA ECIJA,1.00
AULO,PALAYAN,NUEVA ECIJA,1.00
CAIMITO,PALAYAN,NUEVA ECIJA,1.00
CAIMITO,PALAYAN,NUEVA ECIJA,1.00
,,,
,,,
IMELDA VALLEY,PALAYAN,NUEVA ECIJA,1.00
IMELDA VALLEY,PALAYAN,NUEVA ECIJA,1.00
MALATE,PALAYAN,NUEVA ECIJA,1.00
MAPAIT,PALAYAN,NUEVA ECIJA,0.92
MALIGAYA,PALAYAN,NUEVA ECIJA,1.00
MARCOS VILLAGE,PALAYAN,NUEVA ECIJA,1.00
MANACNAC,PALAYAN,NUEVA ECIJA,1.00
MANACNAC,PALAYAN,NUEVA ECIJA,1.00
SAPANG BUHO,PALAYAN,NUEVA ECIJA,1.00
SINGALAT,PALAYAN,NUEVA ECIJA,1.00
SINGALAT,PALAYAN,NUEVA ECIJA,1.00
ATATE,PALAYAN,NUEVA ECIJA,1.00
ATATE,PALAYAN,NUEVA ECIJA,1.00
ATATE,PALAYAN,NUEVA ECIJA,1.00
AULO,PALAYAN,NUEVA ECIJA,1.00
BAGONG BUHAY,PALAYAN,NUEVA ECIJA,1.00
CAIMITO,PALAYAN,NUEVA ECIJA,1.00
BO. MILITAR FORT MAGSAYSAY,PALAYAN,NUEVA ECIJA,0.96
IMELDA VALLEY,PALAYAN,NUEVA ECIJA,1.00
IMELDA VALLEY,PALAYAN,NUEVA ECIJA,1.00
DONA JOSEFA,PALAYAN,NUEVA ECIJA,0.95
LANGKA,PALAYAN,NUEVA ECIJA,1.00
MALATE,PALAYAN,NUEVA ECIJA,1.00
MALIGAYA,PALAYAN,NUEVA ECIJA,1.00
,,,
MARCOS VILLAGE,PALAYAN,NUEVA ECIJA,1.00
CABALLERO,PALAYAN,NUEVA ECIJA,1.00
MANACNAC,PALAYAN,NUEVA ECIJA,1.00
,,,
,,,
SAPANG BUHO,PALAYAN,NUEVA ECIJA,1.00
SINGALAT,PALAYAN,NUEVA ECIJA,1.00
GANADERIA,PALAYAN,NUEVA ECIJA,1.00
SINGALAT,PALAYAN,NUEVA ECIJA,1.00
,,,
MALBANG,PANTABANGAN,NUEVA ECIJA,1.00
,,,
CADACLAN,PANTABANGAN,NUEVA ECIJA,1.00
CAMBITALA,PANTABANGAN,NUEVA ECIJA,1.00
CONVERSION,PANTABANGAN,NUEVA ECIJA,1.00
GANDUZ,PANTABANGAN,NUEVA ECIJA,1.00
FATIMA,PANTABANGAN,NUEVA ECIJA,1.00
LIBERTY,PANTABANGAN,NUEVA ECIJA,1.00
MARIKIT,PANTABANGAN,NUEVA ECIJA,1.00
SAMPALOC,PANTABANGAN,NUEVA ECIJA,1.00
NAPON-NAPON,PANTABANGAN,NUEVA ECIJA,1.00
CONVERSION,PANTABANGAN,NUEVA ECIJA,1.00
CONVERSION,PANTABANGAN,NUEVA ECIJA,1.00
SAMPALOC,PANTABANGAN,NUEVA ECIJA,1.00
SAN JUAN,PANTABANGAN,NUEVA ECIJA,1.00
,,,
MARIKIT,PANTABANGAN,NUEVA ECIJA,1.00
CADACLAN,PANTABANGAN,NUEVA ECIJA,1.00
CADACLAN,PANTABANGAN,NUEVA ECIJA,1.00
NAPON-NAPON,PANTABANGAN,NUEVA ECIJA,0.95
VILLARICA,PANTABANGAN,NUEVA ECIJA,1.00
VILLARICA,PANTABANGAN,NUEVA ECIJA,1.00
VILLARICA,PANTABANGAN,NUEVA ECIJA,1.00
LIBERTY,PANTABANGAN,NUEVA ECIJA,1.00
,,,
,,,
FATIMA,PANTABANGAN,NUEVA ECIJA,1.00
SAN JUAN,PANTABANGAN,NUEVA ECIJA,1.00
CAMBITALA,PANTABANGAN,NUEVA ECIJA,1.00
GANDUZ,PANTABANGAN,NUEVA ECIJA,1.00
SAMPALOC,PANTABANGAN,NUEVA ECIJA,1.00
SAMPALOC,PANTABANGAN,NUEVA ECIJA,1.00
CONVERSION,PANTABANGAN,NUEVA ECIJA,1.00
CONVERSION,PANTABANGAN,NUEVA ECIJA,1.00
MARIKIT,PANTABANGAN,NUEVA ECIJA,1.00
CADACLAN,PANTABANGAN,NUEVA ECIJA,1.00
CADACLAN,PANTABANGAN,NUEVA ECIJA,1.00
NAPON-NAPON,PANTABANGAN,NUEVA ECIJA,0.95
VILLARICA,PANTABANGAN,NUEVA ECIJA,1.00
VILLARICA,PANTABANGAN,NUEVA ECIJA,1.00
VILLARICA,PANTABANGAN,NUEVA ECIJA,1.00
LIBERTY,PANTABANGAN,NUEVA ECIJA,1.00
,,,
,,,
FATIMA,PANTABANGAN,NUEVA ECIJA,1.00
SAN JUAN,PANTABANGAN,NUEVA ECIJA,1.00
CAMBITALA,PANTABANGAN,NUEVA ECIJA,1.00
GANDUZ,PANTABANGAN,NUEVA ECIJA,1.00
SAMPALOC,PANTABANGAN,NUEVA ECIJA,1.00
SAMPALOC,PANTABANGAN,NUEVA ECIJA,1.00
CONVERSION,PANTABANGAN,NUEVA ECIJA,1.00
CONVERSION,PANTABANGAN,NUEVA ECIJA,1.00
SAN JOSEF,PEÑARANDA,NUEVA ECIJA,1.00
,PEÑARANDA,NUEVA ECIJA,1.00
,PEÑARANDA,NUEVA ECIJA,1.00
,PEÑARANDA,NUEVA ECIJA,1.00
,PEÑARANDA,NUEVA ECIJA,1.00
,PEÑARANDA,NUEVA ECIJA,1.00
POBLACION I,PEÑARANDA,NUEVA ECIJA,1.00
,PEÑARANDA,NUEVA ECIJA,1.00
,PEÑARANDA,NUEVA ECIJA,1.00
POBLACION III,PEÑARANDA,NUEVA ECIJA,0.96
,PEÑARANDA,NUEVA ECIJA,1.00
,PEÑARANDA,NUEVA ECIJA,1.00
,PEÑARANDA,NUEVA ECIJA,1.00
,PEÑARANDA,NUEVA ECIJA,1.00
,PEÑARANDA,NUEVA ECIJA,1.00
POBLACION III,PEÑARANDA,NUEVA ECIJA,1.00
,PEÑARANDA,NUEVA ECIJA,1.00
SAN MARIANO MAUGAT,PEÑARANDA,NUEVA ECIJA,1.00
,PEÑARANDA,NUEVA ECIJA,1.00
,PEÑARANDA,NUEVA ECIJA,1.00
SANTO TOMAS,PEÑARANDA,NUEVA ECIJA,0.90
,PEÑARANDA,NUEVA ECIJA,1.00
,PEÑARANDA,NUEVA ECIJA,1.00
SINASAJAN,PEÑARANDA,NUEVA ECIJA,1.00
,PEÑARANDA,NUEVA ECIJA,1.00
,PEÑARANDA,NUEVA ECIJA,1.00
,PEÑARANDA,NUEVA ECIJA,1.00
LAS PIÑAS,PEÑARANDA,NUEVA ECIJA,1.00
,PEÑARANDA,NUEVA ECIJA,1.00
SAN JOSEF,PEÑARANDA,NUEVA ECIJA,1.00
,,,
BARANGAY II,QUEZON,NUEVA ECIJA,0.96
BARANGAY II,QUEZON,NUEVA ECIJA,1.00
DONA LUCIA,QUEZON,NUEVA ECIJA,0.95
DULONG BAYAN,QUEZON,NUEVA ECIJA,1.00
ILOG BALIWAG,QUEZON,NUEVA ECIJA,1.00
SAN ALEJANDRO,QUEZON,NUEVA ECIJA,1.00
SAN ANDRES 1,QUEZON,NUEVA ECIJA,1.00
SAN ANDRES 2,QUEZON,NUEVA ECIJA,1.00
SAN MANUEL,QUEZON,NUEVA ECIJA,1.00
SAN MIGUEL,QUEZON,NUEVA ECIJA,1.00
SANTA CLARA,QUEZON,NUEVA ECIJA,0.88
SANTA RITA,QUEZON,NUEVA ECIJA,0.88
SANTO CRISTO,QUEZON,NUEVA ECIJA,0.91
BARANGAY 1,QUEZON,NUEVA ECIJA,0.92
BARANGAY 1,QUEZON,NUEVA ECIJA,0.92
BARANGAY 1,QUEZON,NUEVA ECIJA,0.92
BARANGAY 1,QUEZON,NUEVA ECIJA,0.92
BARANGAY 1,QUEZON,NUEVA ECIJA,0.92
BARANGAY 1,QUEZON,NUEVA ECIJA,0.92
BARANGAY 1,QUEZON,NUEVA ECIJA,0.92
BARANGAY 1,QUEZON,NUEVA ECIJA,0.92
BARANGAY 1,QUEZON,NUEVA ECIJA,0.92
POBLACION NORTE,RIZAL,NUEVA ECIJA,1.00
,,,
CANAAN EAST,RIZAL,NUEVA ECIJA,1.00
POBLACION NORTE,RIZAL,NUEVA ECIJA,1.00
POBLACION CENTRAL,RIZAL,NUEVA ECIJA,0.89
POBLACION WEST,RIZAL,NUEVA ECIJA,1.00
POBLACION NORTE,RIZAL,NUEVA ECIJA,1.00
CANAAN EAST,RIZAL,NUEVA ECIJA,1.00
POBLACION NORTE,RIZAL,NUEVA ECIJA,1.00
POBLACION CENTRAL,RIZAL,NUEVA ECIJA,0.89
POBLACION WEST,RIZAL,NUEVA ECIJA,1.00
AGBANNAWAG,RIZAL,NUEVA ECIJA,1.00
CURVA,RIZAL,NUEVA ECIJA,1.00
BICOS,RIZAL,NUEVA ECIJA,1.00
CABUCBUCAN,RIZAL,NUEVA ECIJA,1.00
CANAAN EAST,RIZAL,NUEVA ECIJA,1.00
CANAAN WEST,RIZAL,NUEVA ECIJA,1.00
CALAOCAN DISTRICT,RIZAL,NUEVA ECIJA,1.00
CASILAGAN,RIZAL,NUEVA ECIJA,1.00
DEL PILAR,RIZAL,NUEVA ECIJA,1.00
ESTRELLA,RIZAL,NUEVA ECIJA,1.00
CURVA,RIZAL,NUEVA ECIJA,0.83
MACAPSING,RIZAL,NUEVA ECIJA,1.00
MALIGAYA,RIZAL,NUEVA ECIJA,1.00
PACO ROMAN,RIZAL,NUEVA ECIJA,1.00
PAG-ASA,RIZAL,NUEVA ECIJA,1.00
POBLACION CENTRAL,RIZAL,NUEVA ECIJA,0.89
POBLACION EAST,RIZAL,NUEVA ECIJA,1.00
POBLACION NORTE,RIZAL,NUEVA ECIJA,1.00
POBLACION SUR,RIZAL,NUEVA ECIJA,1.00
POBLACION WEST,RIZAL,NUEVA ECIJA,1.00
PORTAL,RIZAL,NUEVA ECIJA,1.00
SAN ESTEBAN,RIZAL,NUEVA ECIJA,1.00
SAN GREGORIO,RIZAL,NUEVA ECIJA,1.00
SANTA MONICA,RIZAL,NUEVA ECIJA,0.90
VILLA LABRADOR,RIZAL,NUEVA ECIJA,1.00
VILLA PARAISO,RIZAL,NUEVA ECIJA,1.00
POBLACION,SAN ANTONIO,NUEVA ECIJA,1.00
POBLACION,SAN ANTONIO,NUEVA ECIJA,1.00
POBLACION,SAN ANTONIO,NUEVA ECIJA,1.00
POBLACION,SAN ISIDRO,NUEVA ECIJA,1.00
POBLACION,SAN ISIDRO,NUEVA ECIJA,1.00
MALAPIT,SAN ISIDRO,NUEVA ECIJA,1.00
,,,
ALUA,SAN ISIDRO,NUEVA ECIJA,1.00
ALUA,SAN ISIDRO,NUEVA ECIJA,1.00
CALABA,SAN ISIDRO,NUEVA ECIJA,1.00
MALAPIT,SAN ISIDRO,NUEVA ECIJA,1.00
PULO,SAN ISIDRO,NUEVA ECIJA,0.84
MANGGA,SAN ISIDRO,NUEVA ECIJA,1.00
POBLACION,SAN ISIDRO,NUEVA ECIJA,1.00
SANTO CRISTO,SAN ISIDRO,NUEVA ECIJA,0.91
SAN ROQUE,SAN ISIDRO,NUEVA ECIJA,1.00
SAN ROQUE,SAN ISIDRO,NUEVA ECIJA,1.00
SANTO CRISTO,SAN ISIDRO,NUEVA ECIJA,0.91
TABON,SAN ISIDRO,NUEVA ECIJA,1.00
TABON,SAN ISIDRO,NUEVA ECIJA,1.00
MALASIN,SAN JOSE,NUEVA ECIJA,1.00
,,,
ABAR IST,SAN JOSE,NUEVA ECIJA,0.92
ABAR IST,SAN JOSE,NUEVA ECIJA,0.92
ABAR IST,SAN JOSE,NUEVA ECIJA,0.93
ABAR IST,SAN JOSE,NUEVA ECIJA,0.92
ABAR 2ND,SAN JOSE,NUEVA ECIJA,1.00
A. PASCUAL,SAN JOSE,NUEVA ECIJA,1.00
A. PASCUAL,SAN JOSE,NUEVA ECIJA,1.00
BAGONG SIKAT,SAN JOSE,NUEVA ECIJA,1.00
CAANAWAN,SAN JOSE,NUEVA ECIJA,1.00
CALAOCAN,SAN JOSE,NUEVA ECIJA,1.00
CALAOCAN,SAN JOSE,NUEVA ECIJA,1.00
CALAOCAN,SAN JOSE,NUEVA ECIJA,1.00
CAMANACSACAN,SAN JOSE,NUEVA ECIJA,1.00
DISTRICT 3,SAN JOSE,NUEVA ECIJA,1.00
CULAYLAY,SAN JOSE,NUEVA ECIJA,1.00
,,,
KITA-KITA,SAN JOSE,NUEVA ECIJA,0.95
KITA-KITA,SAN JOSE,NUEVA ECIJA,0.95
MALASIN,SAN JOSE,NUEVA ECIJA,1.00
